customer_id,embedding_vector,last_updated
CUST00011,"0.087560,0.760763,0.600000,-0.136367,-0.039289,0.224000,0.024984,-0.153177,-0.077692,0.095730,-0.087671,-0.067905,-0.106929,0.147552,0.001167,-0.102357,-0.100505,-0.127793,0.069241,0.021247,-0.181090,-0.008718,-0.078697,-0.090605,0.085982,0.044322,-0.116529,0.127777,-0.235079,-0.146451,-0.087827,0.015106,0.043137,-0.018989,0.013393,-0.010018,-0.012854,-0.012031,0.148081,-0.177742,-0.219981,0.085236,0.051410,0.112192,-0.166306,0.034882,0.077016,0.020765,-0.074068,-0.049498",2026-03-30 21:57:16.004976
CUST00012,"0.065422,0.643290,0.900000,0.038797,-0.115592,0.118000,-0.062454,0.078686,-0.127824,0.186907,0.133521,0.039351,-0.023070,-0.037996,0.050576,-0.046713,0.030229,-0.072451,-0.031339,-0.239832,0.050661,0.052473,-0.127301,-0.053523,-0.133355,0.084332,-0.109026,-0.003032,-0.168317,-0.242950,0.125617,0.044491,0.197259,0.108346,-0.151634,0.091231,0.033429,-0.041824,0.011687,-0.100317,0.030776,0.066354,0.066968,-0.067242,-0.045130,-0.112796,-0.081143,-0.075007,-0.009192,0.089896",2026-03-29 21:57:16.005041
CUST00013,"0.121988,0.214009,0.300000,-0.039325,0.009198,0.864000,0.084460,0.027907,0.036000,-0.064367,-0.033258,-0.142033,-0.066433,-0.056885,0.036064,0.241699,-0.077233,0.181924,-0.091360,0.017233,0.032111,0.016038,0.058202,-0.174236,0.158792,-0.048745,0.127677,0.038298,-0.094220,-0.045211,0.141015,-0.178277,-0.082379,-0.089507,0.030564,-0.016676,0.087101,0.032065,-0.062603,-0.172253,0.187060,0.078670,-0.023402,-0.003321,-0.084534,-0.074388,-0.199962,-0.079896,-0.039445,0.046484",2026-02-19 21:57:16.005110
CUST00014,"0.077780,0.587955,0.900000,0.065800,0.471368,0.252000,0.110780,0.081302,0.016867,0.136879,-0.003753,-0.052997,-0.084552,0.052104,0.209295,-0.004261,-0.055563,-0.067994,-0.030697,-0.082585,-0.056192,-0.059652,0.092197,-0.088082,-0.066480,0.015808,0.070802,-0.007083,0.221279,-0.069868,0.118988,-0.031016,-0.097368,0.119413,0.047445,0.007208,0.114356,0.027321,0.039363,0.147420,-0.012824,0.003323,0.064108,-0.035996,-0.096836,0.096562,-0.011388,-0.028876,-0.048154,-0.071977",2026-03-26 21:57:16.005200
CUST00015,"0.085011,0.418592,0.600000,0.418664,-0.057803,0.282000,0.045597,0.193954,-0.114068,-0.008410,0.245257,0.166890,-0.067820,0.002433,-0.019726,-0.083601,-0.017657,0.027915,-0.183485,0.010515,-0.044629,-0.058075,-0.075819,-0.228138,-0.019478,-0.049311,0.042193,0.094431,-0.069145,0.111144,-0.008685,0.006227,0.022756,0.087622,-0.152895,0.092486,0.075012,-0.018694,-0.017584,0.016963,-0.103077,0.081905,0.105035,-0.074771,0.069934,-0.219880,-0.032978,0.020785,-0.013752,0.046888",2026-02-19 21:57:16.005316
CUST00016,"0.072190,0.497520,1.500000,-0.433913,0.048041,0.190000,0.125263,0.033198,-0.240616,0.052145,-0.148398,0.000627,0.189947,-0.033939,0.094872,0.066458,0.041417,0.063896,0.046987,0.173833,0.026556,-0.030813,0.080613,0.009847,0.001058,-0.103166,-0.062378,0.151491,0.070339,-0.085920,0.040637,-0.037669,0.037125,-0.061199,0.060441,-0.131154,-0.144596,-0.297188,-0.063246,-0.162831,-0.014574,-0.017961,-0.019291,-0.045678,-0.015302,-0.064488,0.021274,-0.096340,-0.013206,0.000544",2026-03-26 21:57:16.005426
CUST00017,"0.131685,0.369421,0.600000,-0.561564,0.026171,0.284000,0.101082,0.076816,0.033654,-0.021068,0.100416,-0.191773,-0.023224,0.055199,0.086500,0.051824,-0.109084,0.129067,-0.264705,0.014320,-0.147676,0.053687,0.077188,-0.006128,0.037654,-0.018104,0.071788,0.043064,-0.106790,0.058035,-0.001896,-0.029792,-0.055932,-0.137525,0.020796,-0.039223,0.055485,-0.084363,0.105321,-0.040255,0.045842,0.034903,0.078601,0.128360,0.014793,0.149009,-0.089494,0.019838,-0.072621,-0.043730",2026-03-16 21:57:16.005520
CUST00018,"0.135557,0.382936,0.300000,0.002210,-0.026168,1.054000,-0.046424,-0.002385,0.225454,0.068568,-0.106910,0.070535,0.050369,0.146488,0.022166,0.048250,0.106326,-0.126711,0.098515,0.083811,0.088517,-0.014554,-0.113687,0.135591,0.074497,0.065973,-0.124648,0.012651,0.062539,-0.107943,-0.162372,0.087330,0.052011,-0.048345,-0.032465,-0.041238,0.015511,-0.103095,0.124478,-0.002007,-0.069476,-0.062763,0.016610,0.046704,-0.012658,0.008500,0.155081,0.053489,-0.156605,-0.177513",2026-02-12 21:57:16.005613
CUST00019,"0.114849,0.255301,0.300000,0.613111,0.023216,0.110000,0.038929,0.007080,0.114953,0.152098,-0.035498,0.078745,-0.120867,-0.073156,0.014158,0.038109,0.063515,-0.150254,0.150274,0.028791,0.144545,-0.060776,-0.077155,-0.119675,0.035082,0.044862,-0.101094,0.108708,-0.027081,0.159681,0.033621,0.150199,0.047995,0.024403,0.149845,-0.029121,-0.058907,0.281104,0.163442,-0.018743,-0.002038,0.065257,-0.140758,0.041662,-0.083705,-0.208086,0.059409,-0.062379,-0.120899,0.061392",2026-04-04 21:57:16.005708
CUST00020,"0.108742,0.611861,0.900000,0.189565,0.427231,0.360000,0.070994,-0.008590,-0.080232,0.057753,-0.028596,-0.014067,0.180406,-0.034304,-0.092619,-0.004751,0.250342,0.036989,0.040944,0.074668,0.065085,-0.047799,-0.014600,-0.174815,0.096883,-0.103824,-0.058903,0.014082,0.053324,-0.028543,-0.044890,0.296616,0.103609,0.014359,0.057686,0.032218,-0.041366,-0.073598,-0.020465,0.047080,0.000346,-0.014563,0.176322,-0.036611,-0.002551,0.190233,0.033271,0.004328,-0.157528,0.068259",2026-03-08 21:57:16.005834
CUST00021,"0.060903,0.760829,1.500000,0.066168,-0.014272,0.236000,0.232982,0.113139,0.006536,0.016642,0.005653,-0.021086,0.001490,0.087998,0.141036,0.004785,0.154326,0.072459,0.041098,-0.122995,0.143475,0.047976,0.103107,0.026295,-0.087413,0.212831,-0.099106,0.140526,0.129033,0.002214,-0.062623,-0.036343,0.176562,0.034117,-0.063229,0.170966,-0.038540,-0.197851,-0.281360,-0.107569,-0.063736,0.107091,-0.020195,-0.065503,0.099434,0.089900,0.004568,0.117238,-0.120759,0.034934",2026-03-13 21:57:16.005957
CUST00022,"0.075423,0.705554,0.600000,-0.096094,-0.050625,0.338000,-0.137519,-0.034985,-0.063043,0.107711,-0.060515,0.137795,0.066572,0.030821,-0.142397,0.122625,0.093411,0.005055,-0.075033,0.014795,-0.039596,-0.053502,0.090352,0.017072,-0.125414,0.007069,-0.113464,0.081250,0.046721,-0.045736,0.157723,-0.062565,0.050404,-0.050667,-0.044609,0.024517,0.121175,0.037119,-0.038727,-0.106874,0.147305,0.067917,0.163419,0.093145,-0.050497,-0.019990,-0.111351,0.021558,0.117953,-0.133122",2026-03-30 21:57:16.006069
CUST00023,"0.046443,0.651702,1.500000,0.119033,0.362342,0.186000,-0.002039,-0.070592,-0.156461,0.036072,0.041375,0.071812,-0.089918,-0.060487,0.113628,-0.103790,0.208905,-0.029541,0.152315,0.021979,-0.110314,0.101095,-0.024802,-0.082936,-0.051408,0.022955,-0.055330,-0.018926,0.129145,0.086396,-0.239816,0.067185,0.072454,-0.092319,-0.001523,0.052456,0.019779,-0.145043,-0.221535,0.128522,0.108107,-0.034736,-0.021918,0.008579,0.118602,0.110876,-0.009341,0.052194,-0.094987,-0.052232",2026-03-05 21:57:16.006197
CUST00024,"0.135298,0.597253,0.000000,-0.094291,-0.098796,0.314000,-0.047704,0.000919,-0.012920,-0.025703,-0.101835,-0.152509,0.202264,-0.161394,-0.023719,0.001351,-0.039185,-0.050574,0.044441,0.067854,-0.049054,-0.254072,0.047994,0.125060,-0.067021,0.205132,0.002808,0.124806,0.103435,0.001199,0.024400,-0.011055,0.098277,-0.163068,-0.286165,0.006322,0.143941,-0.227345,0.048084,-0.039906,0.116649,-0.033297,-0.002547,-0.025115,-0.007144,-0.103983,-0.191612,0.036278,-0.025342,0.119466",2026-03-17 21:57:16.006296
CUST00025,"0.115845,0.689000,0.000000,0.123624,0.062999,1.086000,0.047482,-0.147164,0.121951,-0.035009,0.023569,-0.122607,0.044949,-0.106670,-0.016294,0.030901,-0.013715,-0.069462,0.069189,-0.070466,-0.128574,-0.095096,0.155131,-0.082169,-0.073559,0.119933,0.143769,-0.090983,-0.009943,0.026929,-0.098522,-0.043638,-0.082333,0.025380,0.070047,0.103646,0.084170,-0.183227,0.073830,-0.037970,0.089122,0.044132,-0.072834,0.068080,-0.123629,0.124515,-0.001591,0.067956,0.022362,0.094047",2026-02-20 21:57:16.006392
CUST00026,"0.033324,0.532258,1.200000,-0.562817,0.495883,0.016000,0.159007,-0.125674,0.040010,0.067917,-0.083685,-0.020497,-0.013387,0.081084,-0.143435,-0.014490,0.104456,0.046098,-0.077546,0.177635,-0.191963,0.129750,-0.032608,-0.148537,-0.168802,0.118530,0.111224,-0.066431,-0.005491,-0.098702,0.046802,-0.016211,-0.043476,-0.120926,0.113291,0.043495,-0.055149,-0.099043,0.059521,0.085926,-0.155730,0.088232,0.168324,0.011295,-0.071474,0.050692,-0.031344,0.028174,0.090481,0.105778",2026-03-05 21:57:16.006490
CUST00027,"0.067647,0.658814,0.600000,0.029299,0.028169,0.100000,0.060769,0.077743,0.137716,0.007101,-0.034069,0.055619,0.053623,-0.056403,-0.001933,-0.059327,-0.146965,-0.170787,0.130984,0.000099,-0.175787,-0.140373,0.118679,-0.165748,0.049642,0.067580,-0.048611,-0.050794,-0.040004,0.019047,0.145310,-0.009026,-0.043381,-0.147633,0.101133,-0.217553,0.052061,0.043966,-0.216376,-0.080627,-0.060438,0.152418,-0.046435,0.021965,0.177726,-0.007067,-0.149180,0.057895,-0.114981,0.050153",2026-03-28 21:57:16.006584
CUST00028,"0.065830,0.818359,1.500000,-0.041048,-0.033306,0.208000,0.150301,0.043213,-0.106016,-0.089089,0.052106,0.019155,-0.079247,-0.091710,0.070243,0.053683,0.228838,0.168568,0.050261,-0.125527,-0.118531,-0.120923,0.027333,-0.110974,0.024288,-0.128587,0.053233,-0.163997,-0.074862,0.150471,-0.007550,-0.017608,-0.110729,0.021394,-0.108474,0.066238,0.175226,-0.028214,-0.087270,0.107434,0.110288,-0.087338,0.057829,-0.015940,-0.086299,-0.124665,-0.003621,0.008594,0.241553,0.061415",2026-03-05 21:57:16.006676
CUST00029,"0.061121,0.627474,0.600000,-0.548628,-0.034695,0.180000,-0.014090,0.112619,-0.028236,-0.290865,-0.039283,0.072520,0.038514,0.043236,0.152360,-0.046156,-0.240587,0.122764,0.082781,-0.003806,0.007697,-0.006580,0.102619,0.078138,0.054700,-0.112816,0.123888,0.042592,0.034285,0.002908,0.015165,0.112573,-0.062235,0.085945,-0.083494,-0.049797,-0.093894,-0.068468,-0.140035,0.114849,-0.192001,0.062977,0.020353,-0.089737,-0.010839,-0.081903,0.159620,0.076867,-0.036261,0.220454",2026-02-12 21:57:16.006768
CUST00030,"0.163884,0.654390,0.300000,-0.008150,0.801481,1.244000,0.080681,-0.113166,0.159841,0.019017,0.042592,-0.178709,-0.019841,0.121021,0.007311,0.188321,-0.022385,-0.019317,-0.132243,0.023408,-0.034075,0.230833,0.017293,-0.014110,-0.002608,-0.043135,-0.095235,0.104779,-0.077325,-0.004156,0.062722,-0.033263,-0.044074,-0.142680,-0.087583,-0.203447,0.106131,-0.068583,-0.157739,0.146830,0.081402,0.090753,0.119580,0.051904,0.150433,-0.205122,0.019773,0.017005,-0.070605,0.120311",2026-04-05 21:57:16.006862
CUST00031,"0.105105,0.540780,0.900000,-0.037545,0.527296,0.264000,0.071796,-0.005025,0.006102,0.195520,0.137823,0.203752,0.027917,-0.122320,0.015960,-0.013373,-0.124017,-0.117517,-0.039704,0.025612,-0.143429,0.049704,-0.026815,-0.316572,0.024839,0.202453,-0.133595,-0.214031,0.056314,-0.133286,-0.089535,0.066793,0.091313,0.135970,0.033558,0.062706,0.095346,0.105594,-0.075389,-0.135843,0.113616,0.012774,0.033034,-0.154806,-0.150345,-0.116086,0.106606,-0.070350,0.059663,0.055698",2026-03-26 21:57:16.006955
CUST00032,"0.072367,0.723619,1.200000,-0.043097,0.703295,0.322000,-0.019801,-0.072010,-0.085038,0.072458,-0.021626,-0.049816,-0.043517,0.027018,-0.044526,0.109414,-0.054555,0.012102,0.032793,0.093032,-0.099868,-0.084951,-0.046848,-0.055928,-0.052250,0.016314,0.015463,-0.027534,0.080090,-0.030065,-0.164870,-0.180486,0.088844,-0.023520,0.020701,-0.118413,-0.067676,-0.129470,-0.127285,-0.039422,-0.069672,0.130275,0.040562,0.246333,0.160651,0.022439,0.122124,0.012351,-0.032145,0.014405",2026-02-23 21:57:16.007044
CUST00033,"0.050104,0.464793,1.200000,0.367753,0.413248,0.164000,0.118027,0.041729,0.128858,0.073370,0.112530,0.024947,0.103129,-0.112353,0.021671,0.034128,-0.047191,0.095812,-0.118849,0.195883,0.066941,-0.025077,0.193571,0.053428,-0.043020,0.099119,-0.011267,-0.066166,0.219654,0.039382,0.043804,-0.068206,-0.119547,-0.120995,0.120476,-0.035296,0.106628,-0.108887,0.118097,-0.138188,0.125593,0.122138,0.054676,-0.046887,-0.000253,0.111701,-0.136752,-0.085625,0.057520,-0.074117",2026-02-26 21:57:16.007118
CUST00034,"0.121447,0.583494,0.600000,0.054885,0.376262,0.386000,-0.065874,-0.139088,-0.324983,0.160681,0.182013,0.077171,-0.167589,0.022965,-0.103468,-0.043451,0.058244,0.071417,-0.070238,0.147370,0.040877,-0.041628,-0.076465,-0.107201,0.100269,0.154137,0.112589,0.070516,0.096495,0.186289,0.051531,0.051950,0.141202,0.034153,0.125825,-0.250767,-0.004496,-0.063000,-0.003207,-0.135862,-0.026594,-0.079158,0.128186,0.026486,0.089179,0.065661,-0.016454,0.080681,0.085671,-0.099604",2026-02-14 21:57:16.007194
CUST00035,"0.096485,0.623123,0.000000,0.198400,-0.151506,0.198000,-0.041707,-0.000852,-0.264538,0.054039,-0.109329,-0.157657,-0.036120,0.100382,0.142125,-0.075962,-0.017093,-0.027179,-0.112512,-0.064453,-0.110165,0.116852,0.231918,-0.061211,-0.001298,-0.036155,-0.117710,-0.012742,0.094356,-0.128816,-0.068124,-0.033104,-0.081882,0.024206,-0.063602,-0.082352,-0.074398,-0.004977,-0.101889,-0.015624,-0.231185,-0.139368,-0.146180,0.075982,0.032380,0.010594,0.123932,0.064921,-0.033396,-0.116005",2026-03-23 21:57:16.007270
CUST00036,"0.060698,0.721383,0.600000,0.443040,0.108133,0.076000,0.025435,0.038518,-0.047032,0.078202,-0.029381,-0.187710,-0.019508,0.098595,0.058752,0.024861,0.031729,-0.143712,-0.106711,-0.024211,0.005409,0.048390,0.134951,-0.100039,0.003314,0.053916,0.005294,-0.097123,-0.028048,-0.048424,-0.011063,-0.114702,0.113182,0.037622,0.076459,0.084536,-0.117405,0.008220,-0.112501,0.095831,0.113604,-0.206068,-0.124134,0.021304,0.162457,0.067448,-0.038204,0.012065,0.069099,-0.140967",2026-03-19 21:57:16.007521
CUST00037,"0.137096,0.434517,0.600000,-0.080683,0.696089,1.040000,0.085763,0.015599,0.067763,-0.061898,-0.021924,-0.082204,0.216878,-0.082708,-0.084476,-0.132773,0.038998,-0.102417,-0.040127,-0.199099,0.071758,0.129973,-0.097506,-0.161467,0.112555,-0.050233,0.066080,-0.055160,-0.131029,0.007519,-0.035326,-0.052321,0.065825,0.041313,-0.045119,-0.129940,0.029905,0.065200,0.039961,0.089239,-0.100162,0.021956,0.109711,0.047418,-0.077117,0.072708,0.037345,-0.115202,0.016947,-0.133548",2026-03-04 21:57:16.007695
CUST00038,"0.108258,0.392292,0.300000,0.039101,0.233870,0.172000,0.079509,-0.134861,-0.039065,0.164095,0.024973,0.023295,0.094559,0.063723,0.217782,-0.115069,0.038029,0.016753,-0.012180,0.029161,0.117310,-0.015108,-0.005370,-0.015082,0.022384,0.022029,-0.155366,-0.013678,-0.054660,0.027482,0.100103,-0.149798,0.131025,0.199806,-0.006474,0.165976,-0.041220,-0.070148,-0.052571,0.003640,-0.036074,-0.003912,0.111998,-0.018915,-0.094451,-0.071400,0.026481,-0.110399,0.239450,0.081094",2026-03-11 21:57:16.007801
CUST00039,"0.136527,0.510985,0.900000,-0.017486,0.177915,0.644000,0.044342,0.050966,0.075078,0.095030,-0.091400,-0.071185,0.061849,-0.123853,0.066938,0.001790,0.085383,-0.052334,0.149275,-0.105404,0.049018,0.111561,-0.149034,0.129554,-0.010913,0.144065,0.021672,-0.055124,0.019023,0.130278,0.017309,0.048305,0.128108,-0.157825,-0.110018,0.051921,-0.042241,-0.015585,-0.045398,-0.038404,-0.271569,0.082943,-0.032926,0.116775,-0.086797,-0.052711,0.149607,0.048779,-0.095946,0.050494",2026-02-21 21:57:16.007890
CUST00040,"0.086792,0.540945,0.600000,0.077549,0.040937,0.518000,0.010102,0.066918,-0.075703,-0.142814,0.081477,0.212409,-0.054378,0.031158,-0.036894,-0.018055,-0.042349,-0.031330,-0.011826,0.053655,0.011739,-0.106288,-0.076920,-0.117080,-0.046803,0.124765,0.432413,0.083098,-0.021783,-0.109050,-0.086975,0.062923,-0.005919,0.100392,-0.127859,-0.037229,-0.142093,-0.098446,-0.068967,-0.049055,-0.054414,-0.016314,-0.199365,-0.151302,-0.033747,-0.081418,0.068246,0.208295,-0.111328,0.139407",2026-03-18 21:57:16.007943
CUST00041,"0.088387,0.727733,1.200000,0.012554,-0.198131,0.332000,0.009845,0.008472,0.082022,-0.057846,0.030026,0.088743,0.008145,-0.138284,0.108193,-0.083276,-0.155772,0.166926,0.052017,-0.164218,-0.053276,-0.182117,0.042635,-0.070048,0.159970,-0.067404,-0.006853,0.084289,0.035050,0.080594,0.063102,0.052334,-0.016351,-0.008438,0.033185,-0.015843,0.006361,-0.138299,-0.177641,-0.115938,-0.032857,-0.037021,0.137860,0.049949,0.093521,-0.022651,-0.007552,-0.208539,0.088104,-0.069490",2026-03-16 21:57:16.007994
CUST00042,"0.073049,0.590284,0.600000,-0.678970,0.017373,0.278000,-0.100805,-0.116964,-0.100586,-0.009303,0.026520,0.072887,0.174117,-0.049583,0.239241,0.162041,-0.047002,-0.074889,0.052556,-0.019297,0.050698,0.184626,0.044822,-0.016057,-0.193218,0.096274,0.009125,-0.039275,-0.137026,-0.085056,-0.070341,0.001131,-0.029779,0.030903,0.083822,-0.135516,-0.072737,-0.069530,0.070933,0.090594,-0.022272,-0.022798,-0.124498,0.112203,0.160595,0.014631,-0.040286,-0.153729,0.001542,0.137481",2026-02-14 21:57:16.008044
CUST00043,"0.105988,0.393271,0.300000,-0.567732,0.032342,0.078000,0.007205,-0.027650,0.018280,0.053881,0.005843,-0.167696,0.038445,0.045954,-0.024563,0.061908,0.111543,0.220775,0.098765,-0.049864,0.122223,-0.066561,-0.098074,0.266445,-0.149511,-0.173606,-0.105844,0.135634,0.007827,0.108028,-0.178693,-0.003689,-0.120056,0.120411,0.085338,-0.102323,0.025608,0.038172,0.040596,-0.072408,-0.027724,0.108423,0.106011,0.016628,0.071136,-0.054286,-0.104630,0.136672,0.044606,0.055277",2026-04-07 21:57:16.008092
CUST00044,"0.077885,0.338513,0.600000,-0.037176,-0.191771,0.290000,0.012603,0.079167,0.046850,-0.021876,0.039086,-0.018388,0.013665,-0.153021,-0.079209,-0.008692,0.016942,-0.000260,0.108344,0.187769,0.041522,0.034865,-0.167423,-0.006569,0.096536,0.015819,-0.044478,-0.030398,0.091415,-0.071678,0.048432,0.040779,-0.102886,0.087295,0.122703,-0.136421,-0.143094,-0.134017,-0.042212,-0.106791,0.048847,0.102208,0.070821,-0.069757,-0.185654,0.001086,0.032683,0.094147,0.194814,0.006317",2026-03-24 21:57:16.008139
CUST00045,"0.105923,0.375182,0.600000,-0.574471,0.057171,0.660000,0.037973,-0.030933,-0.013667,-0.055369,0.079375,0.045706,0.035337,-0.086856,0.080550,0.127624,0.177547,-0.086115,0.066163,0.095472,-0.052938,-0.063812,0.156504,0.073237,-0.015835,0.045657,0.005117,0.051222,0.076576,-0.056223,0.001165,0.021485,-0.014852,-0.150715,0.108700,0.111959,-0.038513,0.007520,-0.002917,0.018294,0.168278,-0.023715,-0.011563,0.104046,0.007786,-0.054033,-0.113260,0.010868,0.167337,0.005894",2026-03-08 21:57:16.008187
CUST00046,"0.098377,0.633392,0.000000,-0.146931,0.122345,0.272000,-0.015458,-0.215528,-0.029008,-0.031351,0.177154,0.006945,0.226074,0.139175,0.024581,0.034535,-0.017941,0.076932,0.041054,0.008303,-0.030935,0.053107,0.033091,-0.078940,0.053473,-0.028144,-0.042831,-0.042597,0.097532,0.003285,-0.260749,0.073694,0.038238,-0.048371,-0.106395,0.065084,-0.002961,-0.185896,0.033297,0.016410,0.095298,-0.019128,-0.059891,0.038448,0.024533,0.084827,0.163050,0.034680,0.067402,-0.118997",2026-03-15 21:57:16.008233
CUST00047,"0.118626,0.296049,0.300000,-0.004072,0.004716,1.152000,-0.110052,0.096088,0.039331,0.104537,-0.028697,-0.011000,0.084095,-0.118328,-0.116562,-0.122659,-0.018419,-0.081856,0.072129,0.157708,0.074188,0.011373,0.045306,-0.020402,-0.055665,-0.113430,-0.029915,0.046924,0.095574,-0.023916,0.064611,0.142010,0.049377,0.028251,-0.254044,0.057177,0.019837,0.052932,-0.142421,0.000739,0.063888,0.044579,0.091711,-0.032299,0.047011,0.014275,0.037073,-0.003184,-0.039933,0.020661",2026-03-07 21:57:16.008280
