order_item_id,order_id,sku_id,quantity,price_per_unit,Discount
OI0000189,ORD0000086,SKU00033,1,43.6,0
OI0000190,ORD0000086,SKU00311,1,75.18,0
OI0000191,ORD0000087,SKU00401,1,526.86,0
OI0000192,ORD0000087,SKU00034,1,224.39,0
OI0000193,ORD0000087,SKU00044,2,89.08,0
OI0000194,ORD0000087,SKU00081,1,175.33,0
OI0000195,ORD0000088,SKU00377,1,375.33,0
OI0000196,ORD0000089,SKU00271,1,240.98,0
OI0000197,ORD0000089,SKU00169,1,112.85,0
OI0000198,ORD0000089,SKU00192,1,1144.76,0
OI0000199,ORD0000089,SKU00337,1,216.64,0
OI0000200,ORD0000089,SKU00305,1,139.01,0
OI0000201,ORD0000090,SKU00364,2,150.95,10
OI0000202,ORD0000090,SKU00280,1,104.53,0
OI0000203,ORD0000091,SKU00253,1,60.2,0
OI0000204,ORD0000091,SKU00067,1,343.87,0
OI0000205,ORD0000092,SKU00252,1,616.17,0
OI0000206,ORD0000092,SKU00182,1,117.48,20
OI0000207,ORD0000093,SKU00365,2,114.83,25
OI0000208,ORD0000094,SKU00264,1,237.32,0
OI0000209,ORD0000094,SKU00237,1,437.48,0
OI0000210,ORD0000094,SKU00340,1,187.51,10
OI0000211,ORD0000094,SKU00116,1,265.03,0
OI0000212,ORD0000095,SKU00033,1,43.6,0
OI0000213,ORD0000095,SKU00292,3,192.65,20
OI0000214,ORD0000096,SKU00273,1,265.82,0
OI0000215,ORD0000096,SKU00178,1,297.13,0
OI0000216,ORD0000097,SKU00040,1,175.69,0
OI0000217,ORD0000097,SKU00348,1,131.81,0
OI0000218,ORD0000097,SKU00060,1,117.25,0
OI0000219,ORD0000098,SKU00032,1,743.99,0
OI0000220,ORD0000098,SKU00311,1,75.18,0
OI0000221,ORD0000099,SKU00043,1,206.52,0
OI0000222,ORD0000099,SKU00373,1,66.6,15
OI0000223,ORD0000100,SKU00233,1,90.34,5
OI0000224,ORD0000101,SKU00007,1,75.54,0
OI0000225,ORD0000102,SKU00271,1,240.98,0
OI0000226,ORD0000103,SKU00237,1,437.48,25
OI0000227,ORD0000103,SKU00352,1,56.62,10
OI0000228,ORD0000103,SKU00158,1,471.62,0
OI0000229,ORD0000103,SKU00207,2,156.5,0
OI0000230,ORD0000103,SKU00379,2,774.21,0
OI0000231,ORD0000104,SKU00028,1,155.68,0
OI0000232,ORD0000104,SKU00275,1,230.46,0
OI0000233,ORD0000105,SKU00394,1,275.78,5
OI0000234,ORD0000105,SKU00225,1,91.23,0
OI0000235,ORD0000106,SKU00230,1,47.22,0
OI0000236,ORD0000106,SKU00106,2,168.15,0
OI0000237,ORD0000106,SKU00137,1,118.49,0
OI0000238,ORD0000107,SKU00006,1,61.6,0
OI0000239,ORD0000107,SKU00411,2,174.9,0
OI0000240,ORD0000107,SKU00290,1,116.24,0
OI0000241,ORD0000108,SKU00286,1,46.44,0
OI0000242,ORD0000108,SKU00339,1,28.4,0
OI0000243,ORD0000109,SKU00306,1,48.47,0
OI0000244,ORD0000109,SKU00161,1,70.82,0
OI0000245,ORD0000110,SKU00112,2,68.72,0
OI0000246,ORD0000110,SKU00314,1,319.97,0
OI0000247,ORD0000110,SKU00076,1,198.26,0
OI0000248,ORD0000110,SKU00205,1,265.72,0
OI0000249,ORD0000110,SKU00175,1,22.06,0
OI0000250,ORD0000111,SKU00385,2,142.63,0
OI0000251,ORD0000111,SKU00195,1,217.85,0
OI0000252,ORD0000112,SKU00285,1,49.67,0
OI0000253,ORD0000112,SKU00020,2,45.07,0
OI0000254,ORD0000113,SKU00067,1,343.87,0
OI0000255,ORD0000114,SKU00096,2,27.81,0
OI0000256,ORD0000114,SKU00291,1,98.52,0
OI0000257,ORD0000115,SKU00188,2,96.73,15
OI0000258,ORD0000116,SKU00379,1,774.21,0
OI0000259,ORD0000117,SKU00181,2,324.39,0
OI0000260,ORD0000117,SKU00264,1,237.32,0
OI0000261,ORD0000117,SKU00172,1,57.59,10
OI0000262,ORD0000118,SKU00198,1,566.52,25
OI0000263,ORD0000118,SKU00055,1,496.43,0
OI0000264,ORD0000118,SKU00046,1,349.31,20
OI0000265,ORD0000118,SKU00249,1,143.08,20
OI0000266,ORD0000119,SKU00237,1,437.48,10
OI0000267,ORD0000119,SKU00358,1,589.95,0
OI0000268,ORD0000120,SKU00155,1,86.58,15
OI0000269,ORD0000121,SKU00159,1,98.44,10
OI0000270,ORD0000122,SKU00090,1,156.54,0
OI0000271,ORD0000122,SKU00015,2,28.43,0
OI0000272,ORD0000122,SKU00025,1,144.18,0
OI0000273,ORD0000123,SKU00388,2,265.26,5
OI0000274,ORD0000123,SKU00222,2,146.11,0
OI0000275,ORD0000124,SKU00061,1,131.08,0
OI0000276,ORD0000124,SKU00375,1,232.31,0
OI0000277,ORD0000125,SKU00162,1,127.07,0
OI0000278,ORD0000126,SKU00359,1,52.77,0
OI0000279,ORD0000126,SKU00232,1,295.98,0
OI0000280,ORD0000127,SKU00280,2,104.53,0
OI0000281,ORD0000127,SKU00311,2,75.18,0
OI0000282,ORD0000128,SKU00128,1,1107.35,0
OI0000283,ORD0000129,SKU00133,1,397.34,0
OI0000284,ORD0000129,SKU00383,1,34.11,0
OI0000285,ORD0000129,SKU00197,1,64.04,0
OI0000286,ORD0000130,SKU00386,1,220.74,10
OI0000287,ORD0000131,SKU00368,1,195.79,0
OI0000288,ORD0000131,SKU00159,1,98.44,0
OI0000289,ORD0000131,SKU00145,1,329.24,0
OI0000290,ORD0000132,SKU00330,1,147.52,0
OI0000291,ORD0000132,SKU00012,1,508.42,0
OI0000292,ORD0000132,SKU00122,1,177.1,0
OI0000293,ORD0000132,SKU00315,2,74.71,0
OI0000294,ORD0000132,SKU00182,1,117.48,5
OI0000295,ORD0000133,SKU00125,1,110.59,0
OI0000296,ORD0000134,SKU00236,1,206.45,0
OI0000297,ORD0000135,SKU00242,2,109.92,0
OI0000298,ORD0000135,SKU00382,1,145.58,5
OI0000299,ORD0000136,SKU00158,1,471.62,5
OI0000300,ORD0000136,SKU00327,2,316.83,0
OI0000301,ORD0000137,SKU00352,1,56.62,0
OI0000302,ORD0000137,SKU00405,1,228.21,0
OI0000303,ORD0000137,SKU00025,1,144.18,0
OI0000304,ORD0000137,SKU00168,1,232.69,0
OI0000305,ORD0000138,SKU00377,1,375.33,0
OI0000306,ORD0000138,SKU00343,3,158.68,15
OI0000307,ORD0000138,SKU00287,3,117.0,0
OI0000308,ORD0000138,SKU00279,1,162.9,0
OI0000309,ORD0000138,SKU00218,3,64.75,0
OI0000310,ORD0000139,SKU00211,1,449.24,0
OI0000311,ORD0000139,SKU00311,1,75.18,0
OI0000312,ORD0000140,SKU00231,1,128.88,0
OI0000313,ORD0000140,SKU00049,1,152.93,0
OI0000314,ORD0000140,SKU00129,1,186.55,0
OI0000315,ORD0000140,SKU00280,1,104.53,0
OI0000316,ORD0000141,SKU00207,2,156.5,0
OI0000317,ORD0000141,SKU00086,1,61.06,20
OI0000318,ORD0000141,SKU00292,1,192.65,0
OI0000319,ORD0000141,SKU00061,1,131.08,0
OI0000320,ORD0000142,SKU00318,1,98.22,0
OI0000321,ORD0000142,SKU00161,1,70.82,0
OI0000322,ORD0000142,SKU00067,2,343.87,0
OI0000323,ORD0000143,SKU00201,2,327.03,0
OI0000324,ORD0000143,SKU00275,1,230.46,15
OI0000325,ORD0000143,SKU00095,1,266.15,20
OI0000326,ORD0000143,SKU00404,1,63.83,0
OI0000327,ORD0000144,SKU00342,3,62.53,10
OI0000328,ORD0000144,SKU00294,1,126.71,0
OI0000329,ORD0000144,SKU00363,1,92.16,0
OI0000330,ORD0000144,SKU00407,1,771.76,0
OI0000331,ORD0000145,SKU00109,1,57.45,20
OI0000332,ORD0000146,SKU00143,1,157.68,0
OI0000333,ORD0000146,SKU00344,1,150.8,10
OI0000334,ORD0000147,SKU00013,2,498.96,10
OI0000335,ORD0000147,SKU00060,1,117.25,0
OI0000336,ORD0000147,SKU00356,1,182.14,0
OI0000337,ORD0000147,SKU00093,1,328.12,15
OI0000338,ORD0000147,SKU00287,2,117.0,0
OI0000339,ORD0000148,SKU00158,1,471.62,0
OI0000340,ORD0000148,SKU00062,1,175.95,0
OI0000341,ORD0000148,SKU00096,1,27.81,0
OI0000342,ORD0000149,SKU00194,1,100.29,0
OI0000343,ORD0000150,SKU00076,1,198.26,0
OI0000344,ORD0000150,SKU00399,3,202.95,15
OI0000345,ORD0000151,SKU00115,2,22.62,0
OI0000346,ORD0000152,SKU00278,1,119.24,0
OI0000347,ORD0000153,SKU00377,1,375.33,0
OI0000348,ORD0000154,SKU00243,1,122.03,0
OI0000349,ORD0000154,SKU00276,1,55.2,0
OI0000350,ORD0000155,SKU00295,1,405.27,0
OI0000351,ORD0000155,SKU00249,1,143.08,0
OI0000352,ORD0000156,SKU00009,1,75.23,25
OI0000353,ORD0000156,SKU00095,1,266.15,0
OI0000354,ORD0000156,SKU00137,2,118.49,0
OI0000355,ORD0000157,SKU00316,1,147.52,0
OI0000356,ORD0000157,SKU00199,3,213.06,0
OI0000357,ORD0000157,SKU00063,1,341.31,0
OI0000358,ORD0000158,SKU00301,3,80.74,0
OI0000359,ORD0000158,SKU00175,2,22.06,5
OI0000360,ORD0000158,SKU00081,1,175.33,0
OI0000361,ORD0000159,SKU00167,2,29.82,0
OI0000362,ORD0000159,SKU00043,1,206.52,0
OI0000363,ORD0000160,SKU00088,1,115.97,0
OI0000364,ORD0000161,SKU00336,1,118.99,0
OI0000365,ORD0000162,SKU00133,1,397.34,0
OI0000366,ORD0000163,SKU00337,1,216.64,0
OI0000367,ORD0000163,SKU00328,1,171.02,0
OI0000368,ORD0000164,SKU00226,1,139.04,0
OI0000369,ORD0000165,SKU00275,1,230.46,25
OI0000370,ORD0000165,SKU00227,1,85.43,0
OI0000371,ORD0000165,SKU00414,1,375.48,0
OI0000372,ORD0000165,SKU00034,1,224.39,0
OI0000373,ORD0000165,SKU00269,1,196.79,0
OI0000374,ORD0000166,SKU00200,3,221.8,0
OI0000375,ORD0000166,SKU00351,1,50.46,0
OI0000376,ORD0000167,SKU00314,1,319.97,0
OI0000377,ORD0000167,SKU00333,1,228.71,0
OI0000378,ORD0000168,SKU00193,2,112.0,0
OI0000379,ORD0000169,SKU00151,2,138.23,0
OI0000380,ORD0000169,SKU00004,1,55.21,0
OI0000381,ORD0000169,SKU00353,1,179.47,15
OI0000382,ORD0000169,SKU00266,1,113.26,0
OI0000383,ORD0000169,SKU00165,1,1147.57,0
OI0000384,ORD0000170,SKU00166,2,67.06,0
OI0000385,ORD0000170,SKU00229,1,219.96,10
OI0000386,ORD0000171,SKU00129,1,186.55,0
OI0000387,ORD0000171,SKU00051,1,270.88,0
OI0000388,ORD0000172,SKU00282,3,187.86,0
OI0000389,ORD0000173,SKU00041,1,128.05,0
OI0000390,ORD0000174,SKU00052,1,245.41,0
OI0000391,ORD0000174,SKU00249,1,143.08,0
OI0000392,ORD0000175,SKU00175,1,22.06,0
OI0000393,ORD0000176,SKU00088,1,115.97,0
OI0000394,ORD0000176,SKU00061,2,131.08,0
OI0000395,ORD0000176,SKU00410,1,196.93,0
OI0000396,ORD0000177,SKU00303,1,294.23,0
OI0000397,ORD0000177,SKU00266,1,113.26,0
OI0000398,ORD0000177,SKU00221,1,154.13,5
OI0000399,ORD0000178,SKU00032,1,743.99,25
OI0000400,ORD0000179,SKU00257,1,277.55,0
OI0000401,ORD0000179,SKU00333,1,228.71,0
OI0000402,ORD0000179,SKU00227,1,85.43,0
OI0000403,ORD0000180,SKU00258,1,99.21,0
OI0000404,ORD0000181,SKU00327,1,316.83,0
OI0000405,ORD0000181,SKU00033,1,43.6,0
OI0000406,ORD0000181,SKU00180,1,286.27,0
OI0000407,ORD0000181,SKU00402,1,76.68,5
OI0000408,ORD0000182,SKU00306,2,48.47,0
OI0000409,ORD0000183,SKU00084,1,579.85,0
OI0000410,ORD0000184,SKU00403,1,152.42,0
OI0000411,ORD0000185,SKU00290,1,116.24,15
OI0000412,ORD0000186,SKU00117,1,292.84,0
OI0000413,ORD0000187,SKU00130,1,91.72,0
OI0000414,ORD0000187,SKU00331,1,58.16,20
OI0000415,ORD0000188,SKU00236,1,206.45,0
OI0000416,ORD0000189,SKU00083,2,84.73,20
OI0000417,ORD0000189,SKU00185,1,129.35,0
OI0000418,ORD0000190,SKU00164,2,121.47,0
OI0000419,ORD0000190,SKU00051,1,270.88,0
OI0000420,ORD0000191,SKU00079,1,1064.44,0
OI0000421,ORD0000191,SKU00085,1,89.35,0
OI0000422,ORD0000192,SKU00053,1,357.17,20
OI0000423,ORD0000192,SKU00357,1,784.28,0
OI0000424,ORD0000193,SKU00207,1,156.5,0
OI0000425,ORD0000193,SKU00058,1,95.25,0
OI0000426,ORD0000194,SKU00025,1,144.18,0
OI0000427,ORD0000194,SKU00399,1,202.95,0
OI0000428,ORD0000194,SKU00182,1,117.48,0
OI0000429,ORD0000194,SKU00005,1,103.61,0
OI0000430,ORD0000195,SKU00371,3,515.61,5
OI0000431,ORD0000196,SKU00136,1,26.4,0
OI0000432,ORD0000197,SKU00155,1,86.58,0
OI0000433,ORD0000197,SKU00071,2,96.86,0
OI0000434,ORD0000198,SKU00136,1,26.4,0
OI0000435,ORD0000199,SKU00111,1,413.86,0
OI0000436,ORD0000199,SKU00096,1,27.81,0
OI0000437,ORD0000200,SKU00138,1,70.9,5
OI0000438,ORD0000200,SKU00061,1,131.08,0
OI0000439,ORD0000200,SKU00237,1,437.48,10
OI0000440,ORD0000201,SKU00124,2,173.58,0
OI0000441,ORD0000202,SKU00342,1,62.53,0
OI0000442,ORD0000202,SKU00116,1,265.03,0
OI0000443,ORD0000203,SKU00189,1,81.27,0
OI0000444,ORD0000203,SKU00061,1,131.08,0
OI0000445,ORD0000204,SKU00208,2,299.73,0
OI0000446,ORD0000205,SKU00404,3,63.83,0
OI0000447,ORD0000206,SKU00406,1,120.47,0
OI0000448,ORD0000206,SKU00178,1,297.13,0
OI0000449,ORD0000206,SKU00095,1,266.15,0
OI0000450,ORD0000207,SKU00366,1,80.62,0
OI0000451,ORD0000208,SKU00113,1,25.77,0
OI0000452,ORD0000209,SKU00161,1,70.82,0
OI0000453,ORD0000210,SKU00332,1,100.65,0
OI0000454,ORD0000210,SKU00345,3,93.09,0
OI0000455,ORD0000210,SKU00337,1,216.64,0
OI0000456,ORD0000211,SKU00230,2,47.22,0
OI0000457,ORD0000212,SKU00159,1,98.44,0
OI0000458,ORD0000212,SKU00188,1,96.73,5
OI0000459,ORD0000212,SKU00158,1,471.62,0
OI0000460,ORD0000213,SKU00339,2,28.4,0
OI0000461,ORD0000213,SKU00301,1,80.74,0
OI0000462,ORD0000213,SKU00311,2,75.18,0
OI0000463,ORD0000214,SKU00151,1,138.23,20
OI0000464,ORD0000214,SKU00066,1,152.32,0
OI0000465,ORD0000214,SKU00311,1,75.18,0
OI0000466,ORD0000215,SKU00086,1,61.06,5
OI0000467,ORD0000215,SKU00142,1,377.99,0
OI0000468,ORD0000216,SKU00326,1,116.37,20
OI0000469,ORD0000216,SKU00347,1,559.94,0
OI0000470,ORD0000216,SKU00141,1,87.39,0
OI0000471,ORD0000217,SKU00321,1,35.85,0
OI0000472,ORD0000217,SKU00023,2,255.09,0
OI0000473,ORD0000218,SKU00246,1,71.29,0
OI0000474,ORD0000218,SKU00178,1,297.13,0
OI0000475,ORD0000218,SKU00372,1,39.44,0
OI0000476,ORD0000219,SKU00372,1,39.44,0
OI0000477,ORD0000219,SKU00130,1,91.72,0
OI0000478,ORD0000220,SKU00293,1,144.31,25
OI0000479,ORD0000221,SKU00151,1,138.23,0
OI0000480,ORD0000222,SKU00206,1,124.42,0
OI0000481,ORD0000222,SKU00296,1,324.59,0
OI0000482,ORD0000223,SKU00354,1,94.39,0
OI0000483,ORD0000223,SKU00075,1,237.16,25
OI0000484,ORD0000224,SKU00025,3,144.18,0
OI0000485,ORD0000224,SKU00305,1,139.01,0
OI0000486,ORD0000225,SKU00150,1,85.29,20
OI0000487,ORD0000225,SKU00378,1,282.36,0
OI0000488,ORD0000225,SKU00411,1,174.9,0
OI0000489,ORD0000226,SKU00175,1,22.06,0
OI0000490,ORD0000226,SKU00221,1,154.13,0
OI0000491,ORD0000226,SKU00143,1,157.68,25
OI0000492,ORD0000226,SKU00272,2,203.81,0
OI0000493,ORD0000227,SKU00116,2,265.03,0
OI0000494,ORD0000227,SKU00216,1,39.14,0
OI0000495,ORD0000228,SKU00111,1,413.86,0
OI0000496,ORD0000229,SKU00148,1,206.26,0
OI0000497,ORD0000229,SKU00198,1,566.52,15
OI0000498,ORD0000230,SKU00211,1,449.24,0
OI0000499,ORD0000231,SKU00215,1,44.78,0
OI0000500,ORD0000232,SKU00179,1,1309.51,0
OI0000501,ORD0000232,SKU00342,1,62.53,0
OI0000502,ORD0000233,SKU00318,2,98.22,0
OI0000503,ORD0000233,SKU00253,1,60.2,5
OI0000504,ORD0000234,SKU00393,1,98.58,0
OI0000505,ORD0000234,SKU00122,1,177.1,0
OI0000506,ORD0000234,SKU00015,1,28.43,10
OI0000507,ORD0000235,SKU00094,1,227.77,10
OI0000508,ORD0000236,SKU00170,1,82.05,0
OI0000509,ORD0000236,SKU00284,1,59.06,0
OI0000510,ORD0000236,SKU00171,3,199.8,0
OI0000511,ORD0000236,SKU00405,1,228.21,0
OI0000512,ORD0000237,SKU00018,1,25.58,0
OI0000513,ORD0000238,SKU00104,1,154.69,0
OI0000514,ORD0000238,SKU00342,1,62.53,0
OI0000515,ORD0000238,SKU00340,1,187.51,0
OI0000516,ORD0000238,SKU00310,2,480.23,0
