customer_id,embedding_vector,last_updated
CUST00032,"0.000000,0.000000,0.000000,0.314645,0.000000,0.000000,0.283074,0.000000,0.000000,0.000000,0.000000,0.318939,0.000000,0.375963,0.281442,0.278240,0.344696,0.000000,0.000000,0.314645,0.000000,0.000000,0.000000,0.000000,0.000000,0.358861,0.273078,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",2026-04-10 10:07:18.878946
CUST00033,"0.368127,0.000000,0.334397,0.000000,0.335933,0.000000,0.000000,0.000000,0.000000,0.000000,0.282653,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.380514,0.000000,0.000000,0.335933,0.000000,0.000000,0.000000,0.000000,0.286314,0.291175,0.000000,0.000000,0.000000,0.000000,0.000000,0.368127,0.000000",2026-04-10 10:07:18.878946
CUST00034,"0.000000,0.000000,0.000000,0.361360,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.313042,0.000000,0.000000,0.000000,0.395873,0.000000,0.000000,0.361360,0.000000,0.000000,0.000000,0.000000,0.435782,0.000000,0.313622,0.318946,0.000000,0.306814,0.000000,0.000000,0.000000,0.000000,0.000000",2026-04-10 10:07:18.878946
CUST00035,"0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.329931,0.000000,0.381375,0.345396,0.000000,0.000000,0.317692,0.000000,0.000000,0.000000,0.401754,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.426653,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.426653",2026-04-10 10:07:18.878946
CUST00036,"0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.319322,0.000000,0.369112,0.000000,0.000000,0.000000,0.000000,0.000000,0.317481,0.313870,0.000000,0.000000,0.000000,0.000000,0.000000,0.361432,0.000000,0.412934,0.000000,0.000000,0.000000,0.000000,0.000000,0.301360,0.000000,0.000000,0.000000,0.000000,0.412934",2026-04-10 10:07:18.878946
CUST00037,"0.000000,0.000000,0.000000,0.342366,0.348632,0.306827,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.296588,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.342366,0.360336,0.000000,0.000000,0.000000,0.000000,0.390478,0.297137,0.302182,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",2026-04-10 10:07:18.878946
CUST00038,"0.000000,0.000000,0.000000,0.000000,0.000000,0.315355,0.000000,0.000000,0.000000,0.331413,0.301491,0.000000,0.000000,0.000000,0.000000,0.311168,0.385489,0.000000,0.000000,0.000000,0.370351,0.000000,0.000000,0.000000,0.424351,0.000000,0.000000,0.000000,0.370351,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",2026-04-10 10:07:18.880458
CUST00039,"0.400997,0.000000,0.364256,0.000000,0.000000,0.322050,0.000000,0.000000,0.373705,0.338449,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.433360,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.400997,0.000000",2026-04-10 10:07:18.880458
CUST00040,"0.000000,0.000000,0.000000,0.000000,0.000000,0.394452,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.389215,0.000000,0.000000,0.000000,0.000000,0.463243,0.000000,0.513548,0.000000,0.000000,0.000000,0.000000,0.000000,0.463243,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",2026-04-10 10:07:18.880458
CUST00041,"0.000000,0.414333,0.377377,0.372296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.444850,0.333010,0.000000,0.000000,0.000000,0.000000,0.372296,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.316100,0.000000,0.000000,0.000000,0.000000,0.000000",2026-04-10 10:07:18.880458
CUST00042,"0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.320153,0.000000,0.000000,0.000000,0.000000,0.000000,0.308277,0.000000,0.318307,0.000000,0.389847,0.410462,0.000000,0.000000,0.374538,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.322652,0.369196,0.000000,0.000000,0.000000",2026-04-10 10:07:18.880458
CUST00043,"0.000000,0.000000,0.373136,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.346701,0.000000,0.000000,0.000000,0.000000,0.000000,0.325522,0.000000,0.424596,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.443925,0.000000,0.000000,0.000000,0.000000,0.000000,0.333762,0.381909,0.000000,0.000000,0.000000",2026-04-10 10:07:18.881007
CUST00044,"0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.395707,0.000000,0.000000,0.403934,0.000000,0.526873,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.480760,0.000000,0.414159,0.000000,0.000000,0.000000,0.000000",2026-04-10 10:07:18.881007
CUST00045,"0.000000,0.000000,0.000000,0.340034,0.000000,0.304737,0.000000,0.000000,0.353615,0.320255,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.340034,0.000000,0.000000,0.000000,0.000000,0.000000,0.387818,0.000000,0.300124,0.000000,0.288708,0.000000,0.352778,0.000000,0.000000,0.000000",2026-04-10 10:07:18.881007
CUST00046,"0.412572,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.348218,0.000000,0.000000,0.320288,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.421681,0.000000,0.326329,0.389131,0.000000,0.000000,0.000000,0.000000,0.412572,0.000000",2026-04-10 10:07:18.881007
CUST00047,"0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.336483,0.000000,0.000000,0.000000,0.000000,0.000000,0.324001,0.000000,0.000000,0.330737,0.409732,0.431399,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.451038,0.000000,0.000000,0.000000,0.000000,0.000000,0.339109,0.000000,0.000000,0.000000,0.000000",2026-04-10 10:07:18.881007
CUST00048,"0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.366979,0.333845,0.394961,0.337544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.444400,0.000000,0.343910,0.410096,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",2026-04-10 10:07:18.881007
CUST00049,"0.000000,0.000000,0.000000,0.000000,0.361397,0.000000,0.000000,0.000000,0.000000,0.334258,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.388798,0.000000,0.000000,0.000000,0.373530,0.000000,0.000000,0.000000,0.427993,0.000000,0.308017,0.313246,0.000000,0.301331,0.000000,0.000000,0.000000,0.000000,0.000000",2026-04-10 10:07:18.881007
CUST00050,"0.000000,0.384259,0.000000,0.000000,0.000000,0.000000,0.310629,0.405221,0.000000,0.325189,0.000000,0.000000,0.000000,0.000000,0.308838,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.313053,0.358213,0.405221,0.000000,0.000000",2026-04-10 10:07:18.881007
CUST00051,"0.000000,0.395783,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.304700,0.000000,0.000000,0.000000,0.318100,0.314481,0.000000,0.000000,0.000000,0.000000,0.000000,0.362135,0.000000,0.000000,0.428868,0.000000,0.308646,0.000000,0.374294,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",2026-04-10 10:07:18.881007
CUST00052,"0.000000,0.384652,0.000000,0.000000,0.351951,0.000000,0.000000,0.000000,0.000000,0.325521,0.000000,0.350342,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.402103,0.000000,0.000000,0.299966,0.000000,0.000000,0.293455,0.000000,0.000000,0.000000,0.000000,0.402103",2026-04-10 10:07:18.881007
CUST00053,"0.000000,0.000000,0.334816,0.000000,0.000000,0.296021,0.000000,0.387658,0.000000,0.000000,0.000000,0.000000,0.286142,0.000000,0.295452,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.398335,0.000000,0.286672,0.000000,0.000000,0.000000,0.299485,0.000000,0.387658,0.000000,0.000000",2026-04-10 10:07:18.882021
CUST00054,"0.000000,0.000000,0.310682,0.306499,0.312108,0.000000,0.000000,0.359715,0.000000,0.000000,0.000000,0.000000,0.265517,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.306499,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.266008,0.270525,0.000000,0.260234,0.277898,0.000000,0.359715,0.000000,0.000000",2026-04-10 10:07:18.882021
CUST00055,"0.413068,0.000000,0.000000,0.000000,0.000000,0.331744,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.327340,0.000000,0.000000,0.000000,0.000000,0.389599,0.000000,0.431907,0.000000,0.000000,0.000000,0.321267,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.413068,0.000000",2026-04-10 10:07:18.882021
CUST00056,"0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.468531,0.424329,0.000000,0.000000,0.390294,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.543323,0.000000,0.391017,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",2026-04-10 10:07:18.882021
CUST00057,"0.328617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.277359,0.000000,0.298508,0.000000,0.000000,0.263413,0.000000,0.000000,0.000000,0.000000,0.000000,0.309946,0.299878,0.000000,0.342610,0.000000,0.000000,0.255585,0.000000,0.000000,0.250037,0.000000,0.000000,0.000000,0.328617,0.342610",2026-04-10 10:07:18.882021
CUST00058,"0.000000,0.000000,0.377205,0.000000,0.000000,0.333499,0.000000,0.000000,0.000000,0.000000,0.318837,0.000000,0.000000,0.444647,0.000000,0.000000,0.000000,0.429226,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.337401,0.386073,0.000000,0.000000,0.000000",2026-04-10 10:07:18.882021
CUST00059,"0.000000,0.000000,0.360831,0.000000,0.000000,0.319022,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.410594,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.405997,0.000000,0.314192,0.374658,0.302241,0.322755,0.000000,0.000000,0.000000,0.000000",2026-04-10 10:07:18.882021
CUST00060,"0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.356796,0.000000,0.436986,0.000000,0.460094,0.000000,0.000000,0.000000,0.000000,0.000000,0.481039,0.000000,0.000000,0.352070,0.000000,0.338678,0.000000,0.000000,0.000000,0.000000,0.000000",2026-04-10 10:07:18.882021
CUST00061,"0.000000,0.000000,0.000000,0.356519,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.305464,0.361384,0.000000,0.000000,0.000000,0.000000,0.390570,0.411223,0.000000,0.356519,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.309420,0.000000,0.000000,0.000000,0.323250,0.000000,0.000000,0.000000,0.000000",2026-04-10 10:07:18.882021
CUST00062,"0.449783,0.000000,0.408572,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.349176,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.355762,0.424228,0.000000,0.000000,0.000000,0.000000,0.449783,0.000000",2026-04-10 10:07:18.882021
CUST00063,"0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.381452,0.000000,0.000000,0.000000,0.000000,0.429781,0.367302,0.000000,0.379253,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.511316,0.000000,0.000000,0.000000,0.000000,0.359995,0.000000,0.000000,0.000000,0.000000,0.000000",2026-04-10 10:07:18.883026
CUST00064,"0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.349669,0.000000,0.000000,0.308559,0.305049,0.377908,0.000000,0.000000,0.000000,0.363068,0.000000,0.000000,0.401330,0.000000,0.000000,0.000000,0.304472,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.401330",2026-04-10 10:07:18.883026
CUST00065,"0.000000,0.000000,0.382456,0.377307,0.384212,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.450837,0.000000,0.000000,0.000000,0.000000,0.000000,0.377307,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.327462,0.333021,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",2026-04-10 10:07:18.883026
CUST00066,"0.000000,0.397515,0.000000,0.000000,0.000000,0.000000,0.321345,0.000000,0.000000,0.336407,0.000000,0.000000,0.309424,0.000000,0.319492,0.000000,0.391298,0.411990,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.323853,0.000000,0.000000,0.000000,0.000000",2026-04-10 10:07:18.883537
CUST00067,"0.000000,0.000000,0.000000,0.000000,0.000000,0.401349,0.000000,0.000000,0.465723,0.000000,0.383705,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.516552,0.000000,0.000000,0.456032,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",2026-04-10 10:07:18.883537
CUST00068,"0.000000,0.000000,0.000000,0.000000,0.422656,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.359562,0.000000,0.371261,0.000000,0.000000,0.000000,0.478747,0.000000,0.436846,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.366344,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",2026-04-10 10:07:18.885246
CUST00069,"0.000000,0.396565,0.000000,0.000000,0.362851,0.000000,0.000000,0.000000,0.000000,0.000000,0.305302,0.361193,0.308685,0.000000,0.000000,0.000000,0.000000,0.000000,0.411005,0.000000,0.000000,0.362851,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.302544,0.000000,0.000000,0.000000,0.000000,0.000000",2026-04-10 10:07:18.885246
CUST00070,"0.000000,0.000000,0.000000,0.000000,0.000000,0.335009,0.000000,0.000000,0.388742,0.000000,0.000000,0.378913,0.000000,0.000000,0.334366,0.330562,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.436157,0.000000,0.000000,0.426343,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000",2026-04-10 10:07:18.885246
